features
"[0.0, 0.0, 0.0, 0.7828725, 0.0, 0.0, 0.41930783, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06094896, 0.0, 0.0, 0.0, 0.0, 0.1405591, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.020068519, 0.08611542, 0.01074558, 0.13329823, 0.0, 0.0, 0.0, 1.4424161, 0.0, 0.0, 0.28783035, 0.012425194, 0.0, 0.64442754, 0.0]"
"[0.18247797, 0.0, 0.0, 1.6330585, 0.31320414, 0.15580636, 0.0021141944, 0.021427572, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3926761, 0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.22151774, 0.0, 0.0, 0.6767897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19215025, 0.0, 0.052982595, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.071114466, 0.0, 0.0, 0.0, 0.7877415, 0.0, 0.0, 0.0, 0.0, 0.7138388, 0.0, 0.0, 0.0, 0.0, 0.12006851, 0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0, 0.04964511, 0.0, 0.18421331, 0.0, 0.043363772, 0.0, 0.0, 0.5601729, 0.70054823, 1.4435077, 0.17206849, 0.15714368, 0.5521736, 0.084324054, 0.0, 0.0, 0.57085377]"
"[1.5788299, 0.37893307, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00781884, 0.0, 0.76667583, 0.0, 0.039173488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1378092]"
"[0.0, 1.137425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6642586, 0.47071317, 0.8770256, 0.0, 0.878129, 0.0, 0.93508697, 0.0, 0.0, 0.10748141, 0.0037750606, 0.0]"
"[0.20647094, 0.0, 0.0, 0.06360071, 0.0, 0.15243906, 0.0, 0.0, 0.85149556, 0.0, 0.35021558, 0.5842391, 0.51670796, 0.022415536, 0.28885388, 0.9511823, 0.47741127, 0.0, 0.15224582, 1.754867]"
"[0.05679324, 0.0, 0.0, 0.0, 0.0, 0.22021185, 0.0, 1.2176799, 0.0, 0.044551957, 0.0, 0.009065947, 0.0, 0.0, 0.0, 0.7113033, 0.0, 0.0, 0.0, 0.0]"
"[1.9409344, 0.77529204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29853815, 1.7139347, 3.5951858, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006699675]"
"[0.0, 0.0, 0.0, 0.11954412, 0.0, 0.0, 0.0, 0.0, 0.11858436, 0.0, 0.054167207, 0.4223123, 0.8447047, 0.0891325, 0.08033692, 0.017879674, 0.0, 0.015125151, 0.0, 1.3081714]"
"[0.0, 0.0, 0.042028718, 0.021974912, 0.11679539, 0.0, 0.061221093, 0.0, 0.018229032, 0.081917934, 0.013006942, 0.0, 0.0, 0.0, 0.028049178, 0.0, 2.279316E-4, 0.064205445, 0.0697808, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9026059, 0.0, 0.39854982, 0.0, 0.0, 0.0, 7.4732135E-4, 0.0, 0.029066058, 0.01171714, 0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0, 0.9762984, 0.0, 0.24975944, 0.0, 0.0, 0.015200743, 0.0, 0.0, 0.0, 0.0, 2.1079066, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0049691037, 0.010271688, 0.029248815, 0.0, 0.0, 0.0, 0.0, 0.62273306, 0.84183383, 0.014761162, 0.6010399, 0.0, 0.0, 0.022278886, 0.0, 0.5025682]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22723672, 0.32610327, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1221423, 0.0, 0.0, 0.0, 0.030083446, 0.49092045]"
"[0.0, 1.4087889, 0.16788891, 0.0, 0.0, 0.0, 0.20956698, 0.0, 0.08965466, 0.0, 0.0, 0.30860925, 0.9430064, 0.0, 0.0, 0.01207914, 0.13748859, 0.22445136, 0.0, 0.0]"
"[0.0, 0.0, 0.79307926, 0.0, 0.0, 0.0, 0.0, 0.0, 0.53925675, 0.8417045, 0.0, 0.4158666, 1.5973816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.050594274, 0.14031614]"
"[0.0, 0.36954778, 0.32164338, 0.043883987, 0.019904178, 0.0, 0.14719026, 0.0, 0.0, 0.13870232, 0.0, 0.5263041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029794822, 0.0, 0.0]"
